Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
0,3,1,0.2711736617240512,0.125,0.0,0.014151057562208049,False,True
1,3,0,0.32143754712239253,0.0,0.0,0.015468569817999833,False,True
1,1,0,0.4345312892686604,0.125,0.0,0.10364429745562033,False,True
0,3,1,0.4345312892686604,0.0,0.0,0.015712553569072387,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.01650950209357577,True,False
0,1,1,0.6732847449107816,0.0,0.0,0.10122885832000206,False,True
0,3,1,0.01985423473234481,0.375,0.16666666666666666,0.04113566043083236,False,True
1,3,0,0.33400351847197784,0.0,0.3333333333333333,0.021730754366528396,False,True
1,2,0,0.17064589092736868,0.125,0.0,0.058694292654020104,False,False
1,3,0,0.04498617743151546,0.125,0.16666666666666666,0.03259622914329302,False,True
1,1,0,0.723548630309123,0.0,0.0,0.051822148727810165,False,True
0,3,1,0.24604171902488062,0.0,0.0,0.015712553569072387,False,True
0,3,1,0.4847951746670017,0.125,0.8333333333333333,0.06104473451835265,False,True
0,3,0,0.17064589092736868,0.0,0.0,0.015330377421392339,False,True
1,2,0,0.685850716260367,0.0,0.0,0.03122992013728673,False,True
0,3,1,0.01985423473234481,0.5,0.16666666666666666,0.05684821399990475,True,False
1,2,1,0.34656948982156316,0.0,0.0,0.025374310111545468,False,True
0,3,0,0.38426740387031916,0.125,0.0,0.03513366015444757,False,True
1,3,0,0.34656948982156316,0.0,0.0,0.014102260811993537,False,False
0,2,1,0.4345312892686604,0.0,0.0,0.050748620223090936,False,True
1,2,1,0.4219653179190751,0.0,0.0,0.025374310111545468,False,True
1,3,0,0.18321186227695402,0.0,0.0,0.015671954672893913,True,False
1,1,1,0.34656948982156316,0.0,0.0,0.06929138530460494,False,True
0,3,0,0.09525006282985675,0.375,0.16666666666666666,0.04113566043083236,False,True
1,3,0,0.4722292033174164,0.125,0.8333333333333333,0.06126431989431795,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.014102260811993537,False,False
1,3,0,0.34656948982156316,0.0,0.0,0.01537917417160685,True,False
0,3,1,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True
0,1,1,0.49736114601658704,0.0,0.0,0.05410739813385612,False,False
1,3,0,0.34656948982156316,0.0,0.0,0.015126992566498259,True,False
0,2,1,0.8240764011058055,0.0,0.0,0.020494635090094415,False,True
0,1,1,0.5224930887157577,0.125,0.0,0.10149724044618187,False,True
1,3,1,0.34656948982156316,0.0,0.0,0.014110458666029575,False,False
0,3,1,0.2586076903744659,0.0,0.0,0.015712553569072387,False,True
0,3,0,0.22090977632571,0.25,0.0,0.03513366015444757,False,True
1,3,0,0.17064589092736868,0.125,0.0,0.021942337075458514,False,False
0,3,0,0.49736114601658704,0.125,0.0,0.018493968331299484,False,True
0,2,0,0.33400351847197784,0.125,0.0,0.04098927018018883,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.015411575213749286,False,False
1,2,0,0.032420206081930136,0.125,0.3333333333333333,0.08115719346076702,False,False
1,3,0,0.2334757476752953,0.0,0.0,0.01537917417160685,True,False
0,3,1,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True
0,3,1,0.34656948982156316,0.125,0.0,0.030253985132996517,True,False
1,3,0,0.34656948982156316,0.0,0.0,0.015126992566498259,True,False
0,3,1,0.34656948982156316,0.25,0.0,0.04231498029001666,False,False
0,3,0,0.22090977632571,0.125,0.0,0.034743286152731485,False,True
0,3,1,0.08268409148027142,0.5,0.16666666666666666,0.07746484096553544,False,True
0,3,1,0.2586076903744659,0.0,0.0,0.01522458606692728,False,True
1,2,0,0.35913546117114853,0.125,0.0,0.050748620223090936,False,True
0,1,1,0.8115104297562202,0.0,0.16666666666666666,0.1209753416358076,False,False
1,1,1,0.34656948982156316,0.0,0.0,0.06929138530460494,False,True
1,2,0,0.2586076903744659,0.0,0.0,0.020494635090094415,False,True
0,3,1,0.35285247549635584,0.0,0.0,0.014110458666029575,False,False
1,2,0,0.05755214878110078,0.125,0.3333333333333333,0.05416439273810667,False,True
0,3,1,0.1329479768786127,0.625,0.3333333333333333,0.09154270340242172,False,True
0,3,1,0.2711736617240512,0.0,0.0,0.014110458666029575,False,False
0,3,1,0.04498617743151546,0.375,0.3333333333333333,0.05445717323939373,False,True
0,1,1,0.34656948982156316,0.0,0.0,0.05410739813385612,False,False
1,3,1,0.34656948982156316,0.125,0.16666666666666666,0.029757819776815374,False,False
1,2,0,0.35913546117114853,0.0,0.0,0.020494635090094415,False,True
0,3,1,0.2334757476752953,0.0,0.0,0.015923941091001644,False,True
1,3,0,0.20834380497612465,0.5,0.3333333333333333,0.015468569817999833,False,True
0,3,1,0.32143754712239253,0.25,0.0,0.016908073949327893,False,True
0,2,1,0.39683337521990447,0.0,0.0,0.020494635090094415,False,True
0,3,0,0.19577783362653933,0.625,0.3333333333333333,0.09154270340242172,False,True
0,3,1,0.32143754712239253,0.125,0.0,0.028212719478023115,False,False
1,3,1,0.39683337521990447,0.0,0.0,0.11027245763075773,False,True
0,3,1,0.3088715757728072,0.0,0.0,0.014931805565640218,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True
1,2,1,0.005152048253329982,0.0,0.3333333333333333,0.056604230248832196,False,True
1,3,0,0.37170143252073384,0.0,0.0,0.024349578357040744,False,True
0,3,1,0.2711736617240512,0.0,0.0,0.017566830077223785,False,True
1,3,1,0.35913546117114853,0.0,0.0,0.018542765081513996,False,True
1,3,0,0.34656948982156316,0.0,0.0,0.015200187691820024,True,False
0,1,1,0.34656948982156316,0.0,0.0,0.09193307740413781,False,True
1,2,0,0.20834380497612465,0.0,0.0,0.020494635090094415,False,True
1,3,0,0.4093993465694898,0.375,0.0,0.030937139635999665,False,True
0,3,1,0.19577783362653933,0.125,0.5,0.06709553154495196,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True
0,3,1,0.2963056044232219,0.0,0.0,0.015712553569072387,False,True
0,3,1,0.35913546117114853,0.0,0.0,0.015712553569072387,False,True
0,3,1,0.24604171902488062,0.0,0.0,0.015330377421392339,False,True
0,1,1,0.5727569741140991,0.125,0.0,0.11940564777490723,False,True
0,3,1,0.32143754712239253,0.125,0.3333333333333333,0.04015972542654215,False,True
0,3,1,0.7361146016587082,0.0,0.0,0.014151057562208049,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True
0,1,1,0.8869062578537321,0.0,0.0,0.06764049365134761,False,False
1,1,1,0.2837396330736366,0.0,0.16666666666666666,0.12366716556464086,False,False
1,2,0,0.4219653179190751,0.0,0.16666666666666666,0.044893010197349675,False,True
0,2,1,0.4219653179190751,0.125,0.0,0.050748620223090936,False,True
0,3,0,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True
0,3,1,0.4093993465694898,0.0,0.0,0.016891873428256675,False,True
0,3,1,0.4596632319678311,0.25,0.0,0.015468569817999833,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True
1,3,0,0.2586076903744659,0.0,0.0,0.014931805565640218,False,True
1,3,1,0.34656948982156316,0.0,0.0,0.015175789316712771,False,True
0,3,1,0.4722292033174164,0.0,0.0,0.015411575213749286,False,True
1,3,0,0.34656948982156316,0.125,0.0,0.04713766070721715,True,False
0,1,1,0.5853229454636844,0.0,0.0,0.10149724044618187,False,True
0,3,0,0.17692887660216136,0.125,0.0,0.028212719478023115,False,False
0,3,1,0.2711736617240512,0.0,0.0,0.015712553569072387,False,True
0,3,0,0.24604171902488062,0.125,0.0,0.019177122834302632,False,True
0,3,0,0.20834380497612465,0.0,0.0,0.028220722145058292,False,False
0,3,1,0.2586076903744659,0.0,0.0,0.015468569817999833,False,True
0,3,1,0.8806232721789394,0.0,0.0,0.015126992566498259,True,False
0,2,1,0.35913546117114853,0.125,0.0,0.04098927018018883,False,True
0,3,0,0.01985423473234481,0.5,0.3333333333333333,0.06104473451835265,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True
0,2,1,0.40311636089469716,0.125,0.0,0.058694292654020104,False,False
1,2,0,0.40311636089469716,0.0,0.0,0.025374310111545468,False,True
1,3,1,0.14551394822819805,0.125,0.0,0.021942337075458514,False,False
0,3,1,0.34656948982156316,0.0,0.0,0.015126992566498259,True,False
1,3,1,0.2963056044232219,0.0,0.0,0.01393967004027879,False,True
1,3,0,0.34656948982156316,0.125,0.16666666666666666,0.04364049521284362,False,False
0,3,1,0.5601910027645137,0.0,0.0,0.013614293309848433,False,True
0,3,1,0.4093993465694898,0.0,0.0,0.015411575213749286,False,False
0,3,1,0.24604171902488062,0.0,0.0,0.013760683560491965,False,True
0,3,0,0.5853229454636844,0.125,0.0,0.028302115124416098,False,True
1,2,0,0.35913546117114853,0.125,0.0,0.050748620223090936,False,True
0,2,1,0.3088715757728072,0.0,0.0,0.025374310111545468,False,True
0,2,1,0.2837396330736366,0.0,0.0,0.02936744577509929,False,False
1,1,0,0.2334757476752953,0.0,0.3333333333333333,0.051301584996521765,False,True
0,1,1,0.4596632319678311,0.125,0.0,0.10364429745562033,False,True
0,3,1,0.19577783362653933,0.0,0.0,0.01798980030808316,False,True
0,3,0,0.34656948982156316,0.0,0.3333333333333333,0.029757819776815374,False,False
1,3,0,0.2711736617240512,0.0,0.0,0.015126992566498259,False,True
1,3,0,0.2963056044232219,0.125,0.0,0.030937139635999665,False,True
0,3,1,0.2334757476752953,0.0,0.0,0.013175122557917838,True,False
0,2,1,0.22090977632571,0.0,0.0,0.022446505098674838,False,True
0,2,1,0.2334757476752953,0.125,0.16666666666666666,0.07173122281533045,False,True
1,3,1,0.33400351847197784,0.0,0.0,0.015216388212891242,False,True
0,3,0,0.10781603417944208,0.25,0.3333333333333333,0.06709553154495196,False,True
0,2,1,0.4533802462930384,0.0,0.3333333333333333,0.050748620223090936,False,True
0,2,1,0.5224930887157577,0.0,0.0,0.025374310111545468,False,True
0,2,1,0.6355868308620256,0.0,0.0,0.02444717185746977,False,True
0,3,1,0.6921337019351597,0.0,0.0,0.015712553569072387,False,True
0,3,1,0.5036441316913798,0.0,0.3333333333333333,0.028302115124416098,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.014273049437744325,False,True
0,1,1,0.6355868308620256,0.0,0.16666666666666666,0.11980421963065935,False,False
1,3,0,0.19577783362653933,0.0,0.0,0.015094396337354966,True,False
0,3,1,0.37170143252073384,0.0,0.0,0.015712553569072387,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.016908073949327893,False,True
0,3,1,0.5476250314149284,0.0,0.16666666666666666,0.031425107138144774,False,True
1,2,0,0.49736114601658704,0.0,0.0,0.030741952635141623,False,True
0,3,1,0.32143754712239253,0.0,0.0,0.015175789316712771,False,True
0,3,1,0.20834380497612465,0.0,0.0,0.016908073949327893,False,True
0,3,1,0.007288263382759488,0.5,0.16666666666666666,0.07746484096553544,False,True
1,3,1,0.10781603417944208,0.0,0.3333333333333333,0.04006213192611313,False,True
1,1,0,0.34656948982156316,0.0,0.16666666666666666,0.10735285047192313,False,True
0,3,0,0.5601910027645137,0.125,0.6666666666666666,0.05445717323939373,False,True
0,1,1,0.34656948982156316,0.0,0.0,0.050602229972447406,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.11027245763075773,False,True
0,1,1,0.7612465443578789,0.0,0.0,0.06538764528744409,False,True
0,3,1,0.04498617743151546,0.5,0.16666666666666666,0.05684821399990475,True,False
1,3,0,0.007288263382759488,0.125,0.16666666666666666,0.021730754366528396,False,True
0,3,1,0.2586076903744659,0.0,0.0,0.015468569817999833,False,True
0,1,1,0.6984166876099522,0.0,0.0,0.05991421140938287,False,False
0,3,1,0.22090977632571,0.125,0.16666666666666666,0.015330377421392339,False,True
0,3,1,0.34656948982156316,0.375,0.16666666666666666,0.049707687947515,False,True
0,1,0,0.6230208595124404,0.0,0.0,0.05604306762136532,False,False
0,2,1,0.37170143252073384,0.0,0.0,0.025374310111545468,False,True
0,3,1,0.4470972606182458,0.0,0.0,0.0,False,True
0,2,1,0.34656948982156316,0.0,0.0,0.02937564362913533,False,False
0,3,1,0.10781603417944208,0.5,0.3333333333333333,0.06126431989431795,False,True
1,2,1,0.007288263382759488,0.25,0.16666666666666666,0.07612293033463641,False,True
1,3,0,0.04498617743151546,0.0,0.3333333333333333,0.04298993693898376,False,True
0,1,1,0.34656948982156316,0.0,0.0,0.09759350042902103,False,True
1,3,0,0.34656948982156316,0.125,0.0,0.030253985132996517,True,False
1,1,1,0.5601910027645137,0.0,0.0,0.051822148727810165,False,True
0,3,1,0.49736114601658704,0.125,0.16666666666666666,0.030253985132996517,True,False
0,3,1,0.4470972606182458,0.0,0.0,0.015411575213749286,False,True
1,2,0,0.39683337521990447,0.0,0.0,0.025374310111545468,False,True
0,2,1,0.2334757476752953,0.0,0.0,0.025374310111545468,False,True
1,3,0,0.2334757476752953,0.125,0.0,0.015330377421392339,False,True
1,2,1,0.032420206081930136,0.125,0.16666666666666666,0.050748620223090936,False,True
1,1,0,0.5476250314149284,0.0,0.0,0.05410739813385612,False,False
0,3,1,0.34656948982156316,0.0,0.0,0.015126992566498259,True,False
0,3,1,0.5224930887157577,0.0,0.16666666666666666,0.01640390592611157,False,True
1,3,0,0.34656948982156316,0.0,0.0,0.015126992566498259,True,False
0,2,0,0.2963056044232219,0.0,0.0,0.025374310111545468,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.018542765081513996,False,True
0,3,1,0.4219653179190751,0.0,0.0,0.012678957201736696,False,True
0,3,1,0.5664739884393064,0.0,0.0,0.014102260811993537,False,False
1,3,1,0.22090977632571,0.0,0.0,0.015712553569072387,False,True
0,3,0,0.01985423473234481,0.0,0.16666666666666666,0.02042143996477265,False,True
0,3,1,0.39683337521990447,0.125,0.0,0.030937139635999665,False,True
1,3,1,0.32143754712239253,0.0,0.0,0.036670757786204655,False,False
1,3,0,0.19577783362653933,0.0,0.0,0.015126992566498259,True,False
1,1,1,0.49736114601658704,0.0,0.0,0.060507970265993034,False,False
0,3,1,0.2963056044232219,0.0,0.0,0.013760683560491965,False,True
1,2,0,0.4345312892686604,0.0,0.0,0.04098927018018883,False,True
0,3,1,0.2711736617240512,0.0,0.0,0.014151057562208049,False,True
0,2,1,0.37170143252073384,0.0,0.0,0.025374310111545468,False,True
0,3,1,0.34656948982156316,0.125,0.0,0.015126992566498259,True,False
1,3,0,0.33400351847197784,0.0,0.0,0.015468569817999833,False,True
0,2,1,0.5224930887157577,0.125,0.0,0.05270049023167135,False,True
0,2,1,0.37170143252073384,0.0,0.0,0.020494635090094415,False,True
1,3,1,0.19577783362653933,0.0,0.0,0.015712553569072387,False,True
0,2,1,0.33400351847197784,0.0,0.0,0.025374310111545468,False,True
0,3,1,0.6355868308620256,0.0,0.0,0.015712553569072387,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True
0,3,1,0.2711736617240512,0.0,0.0,0.018249984580226933,False,True
1,2,1,0.2334757476752953,0.0,0.0,0.020494635090094415,False,True
0,3,1,0.2523247046996733,0.0,0.0,0.014151057562208049,False,True
0,2,1,0.22090977632571,0.0,0.0,0.025374310111545468,False,True
0,3,0,0.34656948982156316,0.375,0.16666666666666666,0.049707687947515,False,True
0,3,1,0.35913546117114853,0.0,0.0,0.015175789316712771,False,True
0,2,1,0.7361146016587082,0.0,0.0,0.026350245115835676,False,True
1,3,0,0.05755214878110078,0.5,0.3333333333333333,0.06126431989431795,False,True
0,2,1,0.2963056044232219,0.0,0.0,0.020494635090094415,False,True
0,3,0,0.34656948982156316,0.0,0.0,0.014736618564782174,False,True
0,2,1,0.5476250314149284,0.125,0.0,0.050748620223090936,False,True
1,2,0,0.09525006282985675,0.0,0.3333333333333333,0.05123658772523604,False,True
0,2,1,0.2334757476752953,0.0,0.0,0.020494635090094415,False,True
0,2,1,0.4093993465694898,0.0,0.0,0.023959204355324663,False,True
0,3,0,0.34656948982156316,0.125,0.0,0.028212719478023115,False,False
1,3,0,0.34656948982156316,0.125,0.0,0.030253985132996517,True,False
0,2,1,0.35913546117114853,0.0,0.0,0.020494635090094415,False,True
0,3,1,0.2711736617240512,0.0,0.0,0.013907073811135496,False,True
0,3,1,0.37170143252073384,0.0,0.0,0.014102260811993537,False,False
0,3,0,0.3088715757728072,0.0,0.0,0.015175789316712771,False,True
1,2,0,0.2963056044232219,0.0,0.3333333333333333,0.028302115124416098,False,True
1,1,1,0.4596632319678311,0.125,0.16666666666666666,0.10257896680493714,False,True
0,2,1,0.6732847449107816,0.125,0.0,0.050748620223090936,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.014151057562208049,False,True
0,3,0,0.35913546117114853,0.125,0.16666666666666666,0.02042143996477265,False,True
0,1,1,0.7738125157074642,0.0,0.0,0.051822148727810165,False,True
0,3,1,0.37170143252073384,0.125,0.0,0.031425107138144774,False,True
0,3,0,0.5099271173661725,0.0,0.3333333333333333,0.039452172548431745,False,True
1,3,0,0.35913546117114853,0.0,0.3333333333333333,0.029757819776815374,False,False
1,2,0,0.6230208595124404,0.0,0.16666666666666666,0.050748620223090936,False,True
0,3,1,0.34656948982156316,0.0,0.0,0.015126992566498259,True,False
1,3,1,0.032420206081930136,0.5,0.3333333333333333,0.06126431989431795,False,True
0,1,1,0.49736114601658704,0.0,0.0,0.0,False,True
0,3,0,0.34656948982156316,0.0,0.0,0.015126992566498259,True,False
0,2,1,0.4470972606182458,0.0,0.0,0.020494635090094415,False,True
0,3,1,0.19577783362653933,0.5,0.16666666666666666,0.07746484096553544,False,True
1,3,1,0.3088715757728072,0.125,0.0,0.015175789316712771,False,True
0,1,1,0.34656948982156316,0.0,0.0,0.060507970265993034,False,True
1,3,1,0.3088715757728072,0.0,0.0,0.0,False,True
1,2,0,0.5099271173661725,0.0,0.16666666666666666,0.038061465167318204,False,True
0,1,1,0.4596632319678311,0.0,0.16666666666666666,0.057970539254838485,False,False
1,3,0,0.34656948982156316,0.0,0.0,0.015126992566498259,True,False
0,3,0,0.5601910027645137,0.0,0.0,0.015126992566498259,False,True
0,2,1,0.34656948982156316,0.0,0.0,0.0,False,True
0,3,1,0.08268409148027142,0.5,0.16666666666666666,0.05684821399990475,True,False
1,3,0,0.4345312892686604,0.125,0.16666666666666666,0.03952536767375352,False,True
0,3,1,0.8115104297562202,0.0,0.0,0.015126992566498259,True,False
0,3,1,0.34656948982156316,0.0,0.0,0.015330377421392339,False,True
0,3,1,0.19577783362653933,0.0,0.0,0.018542765081513996,False,True
1,3,1,0.2334757476752953,0.0,0.0,0.015712553569072387,False,True
0,1,1,0.34656948982156316,0.0,0.0,0.050748620223090936,False,True
0,3,1,0.4093993465694898,0.0,0.0,0.016908073949327893,False,False
